HOTEL_ID,ROOM_ID,LISTING_ID
12126236,1212623601,12126236-1212623601
12126301,1212630101,12126301-1212630101
12126433,1212643301,12126433-1212643301
12126706,1212670601,12126706-1212670601
12129521,1212952101,12129521-1212952101
12130659,1213065901,12130659-1213065901
12131571,1213157101,12131571-1213157101
12131571,1213157102,12131571-1213157102
12132606,1213260602,12132606-1213260602
12132993,1213299301,12132993-1213299301
12133298,1213329801,12133298-1213329801
12137214,1213721402,12137214-1213721402
12137646,1213764601,12137646-1213764601
12138185,1213818501,12138185-1213818501
12138266,1213826602,12138266-1213826602
12138355,1213835501,12138355-1213835501
12138355,1213835502,12138355-1213835502
12138355,1213835503,12138355-1213835503
12138355,1213835504,12138355-1213835504
12138355,1213835505,12138355-1213835505
12138355,1213835506,12138355-1213835506
12138355,1213835507,12138355-1213835507
12138355,1213835508,12138355-1213835508
12138786,1213878601,12138786-1213878601
12138820,1213882002,12138820-1213882002
12139026,1213902601,12139026-1213902601
12139429,1213942901,12139429-1213942901
12139445,1213944501,12139445-1213944501
12142415,1214241501,12142415-1214241501
12142735,1214273501,12142735-1214273501
12143413,1214341301,12143413-1214341301
12143556,1214355601,12143556-1214355601
12143908,1214390801,12143908-1214390801
12143925,1214392501,12143925-1214392501
12148114,1214811401,12148114-1214811401
12153417,1215341701,12153417-1215341701
12154910,1215491001,12154910-1215491001
12155708,1215570802,12155708-1215570802
12155708,1215570803,12155708-1215570803
12155758,1215575801,12155758-1215575801
12155758,1215575802,12155758-1215575802
12155758,1215575803,12155758-1215575803
12155758,1215575804,12155758-1215575804
12159375,1215937501,12159375-1215937501
12161884,1216188401,12161884-1216188401
12162045,1216204501,12162045-1216204501
12162045,1216204502,12162045-1216204502
12162045,1216204503,12162045-1216204503
12162271,1216227101,12162271-1216227101
12162339,1216233901,12162339-1216233901
12162418,1216241801,12162418-1216241801
12162491,1216249101,12162491-1216249101
12162732,1216273201,12162732-1216273201
12163000,1216300001,12163000-1216300001
12163000,1216300002,12163000-1216300002
12163000,1216300003,12163000-1216300003
12163000,1216300004,12163000-1216300004
12163000,1216300005,12163000-1216300005
12163000,1216300006,12163000-1216300006
12163000,1216300007,12163000-1216300007
12163000,1216300008,12163000-1216300008
12163000,1216300009,12163000-1216300009
12163000,1216300010,12163000-1216300010
12163499,1216349901,12163499-1216349901
12163619,1216361901,12163619-1216361901
12168022,1216802201,12168022-1216802201
12168022,1216802202,12168022-1216802202
12168022,1216802203,12168022-1216802203
12168022,1216802204,12168022-1216802204
12168022,1216802205,12168022-1216802205
12168022,1216802206,12168022-1216802206
12168022,1216802207,12168022-1216802207
12168022,1216802208,12168022-1216802208
12168022,1216802209,12168022-1216802209
12168022,1216802210,12168022-1216802210
12168022,1216802211,12168022-1216802211
12168022,1216802212,12168022-1216802212
12168022,1216802213,12168022-1216802213
12168022,1216802214,12168022-1216802214
12168022,1216802215,12168022-1216802215
12168022,1216802216,12168022-1216802216
12168022,1216802217,12168022-1216802217
12168022,1216802218,12168022-1216802218
12168022,1216802219,12168022-1216802219
12168022,1216802220,12168022-1216802220
12168022,1216802221,12168022-1216802221
12168022,1216802222,12168022-1216802222
12168022,1216802223,12168022-1216802223
12168022,1216802224,12168022-1216802224
12168022,1216802225,12168022-1216802225
12168022,1216802226,12168022-1216802226
12168022,1216802227,12168022-1216802227
12168022,1216802228,12168022-1216802228
12168022,1216802229,12168022-1216802229
12168022,1216802231,12168022-1216802231
12168022,1216802232,12168022-1216802232
12168022,1216802233,12168022-1216802233
12168022,1216802234,12168022-1216802234
12170614,1217061402,12170614-1217061402
12173094,1217309401,12173094-1217309401
12173211,1217321101,12173211-1217321101
12175467,1217546701,12175467-1217546701
12175486,1217548601,12175486-1217548601
12175486,1217548602,12175486-1217548602
12175486,1217548603,12175486-1217548603
12175486,1217548604,12175486-1217548604
12175946,1217594601,12175946-1217594601
12176349,1217634901,12176349-1217634901
12176469,1217646901,12176469-1217646901
12177314,1217731401,12177314-1217731401
12177506,1217750601,12177506-1217750601
12180653,1218065301,12180653-1218065301
12181122,1218112201,12181122-1218112201
12182907,1218290701,12182907-1218290701
12183095,1218309501,12183095-1218309501
12183286,1218328601,12183286-1218328601
12183295,1218329501,12183295-1218329501
12183595,1218359501,12183595-1218359501
12186871,1218687101,12186871-1218687101
12187338,1218733801,12187338-1218733801
12187369,1218736901,12187369-1218736901
12187463,1218746301,12187463-1218746301
12187487,1218748701,12187487-1218748701
12188670,1218867001,12188670-1218867001
12188727,1218872701,12188727-1218872701
12188776,1218877601,12188776-1218877601
12188822,1218882201,12188822-1218882201
12191549,1219154901,12191549-1219154901
12191939,1219193901,12191939-1219193901
12192072,1219207201,12192072-1219207201
12192110,1219211002,12192110-1219211002
12192110,1219211003,12192110-1219211003
12192634,1219263401,12192634-1219263401
12192693,1219269301,12192693-1219269301
12197722,1219772201,12197722-1219772201
12197883,1219788301,12197883-1219788301
12198047,1219804702,12198047-1219804702
12198378,1219837802,12198378-1219837802
12199040,1219904001,12199040-1219904001
12199396,1219939601,12199396-1219939601
12201027,1220102701,12201027-1220102701
12204272,1220427202,12204272-1220427202
12205726,1220572602,12205726-1220572602
12206300,1220630002,12206300-1220630002
12206368,1220636801,12206368-1220636801
12206457,1220645701,12206457-1220645701
12206457,1220645702,12206457-1220645702
12206741,1220674102,12206741-1220674102
12206941,1220694101,12206941-1220694101
12206959,1220695901,12206959-1220695901
12210706,1221070601,12210706-1221070601
12210706,1221070602,12210706-1221070602
12211073,1221107301,12211073-1221107301
12213244,1221324401,12213244-1221324401
12213651,1221365101,12213651-1221365101
12218076,1221807601,12218076-1221807601
12218163,1221816301,12218163-1221816301
12218307,1221830702,12218307-1221830702
12220140,1222014001,12220140-1222014001
12220374,1222037401,12220374-1222037401
12220390,1222039001,12220390-1222039001
12220514,1222051401,12220514-1222051401
12220883,1222088301,12220883-1222088301
12221374,1222137401,12221374-1222137401
12221374,1222137402,12221374-1222137402
12224243,1222424301,12224243-1222424301
12224255,1222425501,12224255-1222425501
12226935,1222693501,12226935-1222693501
12229657,1222965701,12229657-1222965701
12229765,1222976501,12229765-1222976501
12230613,1223061301,12230613-1223061301
12231062,1223106201,12231062-1223106201
12231062,1223106202,12231062-1223106202
12231062,1223106203,12231062-1223106203
12231062,1223106204,12231062-1223106204
12231062,1223106205,12231062-1223106205
12231062,1223106206,12231062-1223106206
12231447,1223144701,12231447-1223144701
12231587,1223158701,12231587-1223158701
12232486,1223248601,12232486-1223248601
12232486,1223248602,12232486-1223248602
12234089,1223408901,12234089-1223408901
12235305,1223530501,12235305-1223530501
12235728,1223572801,12235728-1223572801
12236504,1223650401,12236504-1223650401
12236539,1223653901,12236539-1223653901
12236719,1223671901,12236719-1223671901
12236719,1223671902,12236719-1223671902
12241902,1224190201,12241902-1224190201
12242011,1224201101,12242011-1224201101
12243617,1224361701,12243617-1224361701
12244188,1224418801,12244188-1224418801
12244188,1224418802,12244188-1224418802
12244188,1224418803,12244188-1224418803
12244502,1224450202,12244502-1224450202
12246058,1224605801,12246058-1224605801
12249931,1224993102,12249931-1224993102
12250324,1225032401,12250324-1225032401
12250324,1225032402,12250324-1225032402
12250324,1225032403,12250324-1225032403
12250324,1225032404,12250324-1225032404
12250324,1225032405,12250324-1225032405
12253206,1225320601,12253206-1225320601
12254234,1225423401,12254234-1225423401
12254546,1225454601,12254546-1225454601
12254604,1225460401,12254604-1225460401
12254828,1225482801,12254828-1225482801
12258107,1225810702,12258107-1225810702
12258209,1225820902,12258209-1225820902
12262653,1226265301,12262653-1226265301
12264827,1226482701,12264827-1226482701
12265244,1226524401,12265244-1226524401
12266243,1226624301,12266243-1226624301
12270342,1227034201,12270342-1227034201
12272015,1227201501,12272015-1227201501
12272213,1227221301,12272213-1227221301
12276664,1227666401,12276664-1227666401
12276857,1227685701,12276857-1227685701
12278562,1227856202,12278562-1227856202
12278904,1227890401,12278904-1227890401
12278920,1227892001,12278920-1227892001
12280075,1228007501,12280075-1228007501
12287707,1228770701,12287707-1228770701
12287945,1228794502,12287945-1228794502
12287979,1228797902,12287979-1228797902
12288762,1228876202,12288762-1228876202
12290927,1229092701,12290927-1229092701
12292406,1229240601,12292406-1229240601
12292406,1229240602,12292406-1229240602
12293434,1229343402,12293434-1229343402
12293467,1229346701,12293467-1229346701
12293608,1229360801,12293608-1229360801
12294297,1229429701,12294297-1229429701
12294511,1229451101,12294511-1229451101
12294637,1229463701,12294637-1229463701
12294638,1229463802,12294638-1229463802
12295388,1229538801,12295388-1229538801
12296603,1229660301,12296603-1229660301
12301950,1230195001,12301950-1230195001
12305574,1230557401,12305574-1230557401
12305748,1230574801,12305748-1230574801
12305890,1230589001,12305890-1230589001
12306008,1230600801,12306008-1230600801
12306158,1230615801,12306158-1230615801
12306975,1230697501,12306975-1230697501
12307209,1230720901,12307209-1230720901
12307379,1230737901,12307379-1230737901
12307393,1230739301,12307393-1230739301
12307393,1230739302,12307393-1230739302
12308268,1230826801,12308268-1230826801
12308594,1230859401,12308594-1230859401
12311113,1231111301,12311113-1231111301
12312576,1231257602,12312576-1231257602
12312580,1231258002,12312580-1231258002
12312582,1231258202,12312582-1231258202
12312589,1231258902,12312589-1231258902
12312599,1231259902,12312599-1231259902
12312600,1231260002,12312600-1231260002
12312615,1231261502,12312615-1231261502
12312639,1231263902,12312639-1231263902
12313177,1231317701,12313177-1231317701
12313844,1231384401,12313844-1231384401
12313844,1231384402,12313844-1231384402
12313844,1231384403,12313844-1231384403
12313844,1231384404,12313844-1231384404
12313844,1231384405,12313844-1231384405
12315173,1231517301,12315173-1231517301
12315225,1231522502,12315225-1231522502
12315263,1231526302,12315263-1231526302
12315284,1231528402,12315284-1231528402
12315289,1231528902,12315289-1231528902
12315296,1231529602,12315296-1231529602
12315300,1231530002,12315300-1231530002
12315335,1231533502,12315335-1231533502
12315337,1231533702,12315337-1231533702
12315342,1231534202,12315342-1231534202
12315344,1231534402,12315344-1231534402
12315347,1231534702,12315347-1231534702
12315349,1231534902,12315349-1231534902
12315352,1231535202,12315352-1231535202
12315355,1231535502,12315355-1231535502
12320932,1232093202,12320932-1232093202
12322092,1232209201,12322092-1232209201
12322224,1232222401,12322224-1232222401
12322224,1232222402,12322224-1232222402
12322224,1232222403,12322224-1232222403
12322938,1232293801,12322938-1232293801
12323625,1232362501,12323625-1232362501
12327983,1232798302,12327983-1232798302
12328239,1232823901,12328239-1232823901
12329975,1232997501,12329975-1232997501
12330126,1233012601,12330126-1233012601
12330145,1233014501,12330145-1233014501
12330218,1233021801,12330218-1233021801
12330942,1233094201,12330942-1233094201
12331345,1233134502,12331345-1233134502
12334226,1233422601,12334226-1233422601
12334465,1233446501,12334465-1233446501
12334758,1233475801,12334758-1233475801
12336422,1233642201,12336422-1233642201
12337407,1233740701,12337407-1233740701
12339216,1233921601,12339216-1233921601
12339315,1233931501,12339315-1233931501
12339360,1233936001,12339360-1233936001
12339422,1233942201,12339422-1233942201
12342820,1234282001,12342820-1234282001
12342820,1234282002,12342820-1234282002
12342820,1234282003,12342820-1234282003
12347326,1234732601,12347326-1234732601
12347748,1234774801,12347748-1234774801
12350122,1235012201,12350122-1235012201
12353012,1235301201,12353012-1235301201
12353575,1235357501,12353575-1235357501
12353875,1235387501,12353875-1235387501
12355330,1235533001,12355330-1235533001
12355414,1235541401,12355414-1235541401
12355425,1235542501,12355425-1235542501
12355705,1235570501,12355705-1235570501
12355746,1235574601,12355746-1235574601
12360229,1236022901,12360229-1236022901
12361354,1236135401,12361354-1236135401
12361444,1236144401,12361444-1236144401
12361449,1236144901,12361449-1236144901
12361973,1236197301,12361973-1236197301
12362473,1236247301,12362473-1236247301
12362473,1236247302,12362473-1236247302
12363204,1236320401,12363204-1236320401
12363204,1236320402,12363204-1236320402
12365699,1236569901,12365699-1236569901
12366246,1236624601,12366246-1236624601
12366404,1236640402,12366404-1236640402
12366960,1236696001,12366960-1236696001
12367436,1236743601,12367436-1236743601
12367861,1236786101,12367861-1236786101
12370564,1237056401,12370564-1237056401
12372803,1237280301,12372803-1237280301
12373573,1237357301,12373573-1237357301
12373926,1237392601,12373926-1237392601
12376114,1237611401,12376114-1237611401
12376152,1237615202,12376152-1237615202
12376395,1237639501,12376395-1237639501
12376561,1237656101,12376561-1237656101
12377601,1237760101,12377601-1237760101
12377705,1237770501,12377705-1237770501
12377905,1237790501,12377905-1237790501
12378001,1237800104,12378001-1237800104
12378001,1237800105,12378001-1237800105
12378001,1237800106,12378001-1237800106
12378001,1237800107,12378001-1237800107
12378001,1237800108,12378001-1237800108
12378020,1237802001,12378020-1237802001
12378020,1237802004,12378020-1237802004
12378020,1237802005,12378020-1237802005
12378368,1237836801,12378368-1237836801
12379100,1237910001,12379100-1237910001
12379213,1237921301,12379213-1237921301
12379213,1237921302,12379213-1237921302
12381782,1238178201,12381782-1238178201
12381812,1238181201,12381812-1238181201
12381915,1238191501,12381915-1238191501
12382628,1238262801,12382628-1238262801
12383006,1238300602,12383006-1238300602
12386095,1238609501,12386095-1238609501
12387541,1238754102,12387541-1238754102
12387871,1238787101,12387871-1238787101
12388365,1238836501,12388365-1238836501
12388365,1238836502,12388365-1238836502
12388365,1238836503,12388365-1238836503
12388365,1238836504,12388365-1238836504
12388365,1238836505,12388365-1238836505
12388365,1238836506,12388365-1238836506
12388365,1238836507,12388365-1238836507
12388365,1238836508,12388365-1238836508
12388689,1238868901,12388689-1238868901
12389648,1238964801,12389648-1238964801
12393585,1239358501,12393585-1239358501
12394885,1239488502,12394885-1239488502
12394971,1239497101,12394971-1239497101
12395779,1239577901,12395779-1239577901
12395842,1239584202,12395842-1239584202
12396067,1239606701,12396067-1239606701
12396285,1239628501,12396285-1239628501
12400523,1240052301,12400523-1240052301
12401674,1240167402,12401674-1240167402
12401676,1240167602,12401676-1240167602
12401786,1240178601,12401786-1240178601
12403252,1240325202,12403252-1240325202
12403292,1240329201,12403292-1240329201
12403292,1240329202,12403292-1240329202
12403399,1240339901,12403399-1240339901
12403440,1240344002,12403440-1240344002
12403798,1240379801,12403798-1240379801
12403798,1240379802,12403798-1240379802
12404089,1240408902,12404089-1240408902
12404122,1240412201,12404122-1240412201
12404264,1240426402,12404264-1240426402
12404778,1240477801,12404778-1240477801
12404829,1240482901,12404829-1240482901
12404829,1240482902,12404829-1240482902
12406456,1240645601,12406456-1240645601
12406677,1240667701,12406677-1240667701
12407919,1240791901,12407919-1240791901
12407924,1240792401,12407924-1240792401
12407924,1240792402,12407924-1240792402
12408597,1240859701,12408597-1240859701
12408597,1240859702,12408597-1240859702
12409182,1240918201,12409182-1240918201
12409328,1240932801,12409328-1240932801
12409594,1240959402,12409594-1240959402
12409606,1240960602,12409606-1240960602
12410344,1241034401,12410344-1241034401
12410851,1241085101,12410851-1241085101
12410855,1241085501,12410855-1241085501
12411063,1241106301,12411063-1241106301
12417404,1241740401,12417404-1241740401
12417524,1241752401,12417524-1241752401
12417693,1241769302,12417693-1241769302
12420753,1242075302,12420753-1242075302
12420992,1242099201,12420992-1242099201
12422258,1242225801,12422258-1242225801
12422635,1242263501,12422635-1242263501
12422668,1242266801,12422668-1242266801
12422687,1242268701,12422687-1242268701
12426258,1242625801,12426258-1242625801
12426651,1242665101,12426651-1242665101
12426651,1242665102,12426651-1242665102
12426651,1242665103,12426651-1242665103
12426656,1242665601,12426656-1242665601
12426656,1242665602,12426656-1242665602
12427761,1242776101,12427761-1242776101
12433680,1243368001,12433680-1243368001
12433680,1243368002,12433680-1243368002
12433769,1243376901,12433769-1243376901
12434838,1243483801,12434838-1243483801
12435546,1243554601,12435546-1243554601
12435562,1243556201,12435562-1243556201
12435603,1243560301,12435603-1243560301
12435626,1243562601,12435626-1243562601
12436158,1243615801,12436158-1243615801
12436261,1243626101,12436261-1243626101
12440163,1244016301,12440163-1244016301
12441490,1244149001,12441490-1244149001
12441838,1244183801,12441838-1244183801
12442105,1244210501,12442105-1244210501
12442718,1244271801,12442718-1244271801
12442727,1244272701,12442727-1244272701
12442727,1244272702,12442727-1244272702
12442900,1244290001,12442900-1244290001
12443059,1244305901,12443059-1244305901
12443282,1244328201,12443282-1244328201
12443484,1244348401,12443484-1244348401
12444401,1244440101,12444401-1244440101
12444495,1244449502,12444495-1244449502
12448488,1244848801,12448488-1244848801
12448758,1244875801,12448758-1244875801
12449569,1244956901,12449569-1244956901
12449982,1244998201,12449982-1244998201
12450106,1245010601,12450106-1245010601
12450450,1245045001,12450450-1245045001
12451569,1245156901,12451569-1245156901
12456518,1245651802,12456518-1245651802
12457155,1245715501,12457155-1245715501
12457506,1245750601,12457506-1245750601
12457630,1245763001,12457630-1245763001
12458696,1245869601,12458696-1245869601
12459141,1245914101,12459141-1245914101
12459244,1245924401,12459244-1245924401
12462842,1246284204,12462842-1246284204
12463757,1246375701,12463757-1246375701
12464376,1246437601,12464376-1246437601
12464526,1246452601,12464526-1246452601
12464622,1246462201,12464622-1246462201
12465874,1246587401,12465874-1246587401
12465899,1246589901,12465899-1246589901
12465918,1246591801,12465918-1246591801
12469061,1246906101,12469061-1246906101
12469799,1246979901,12469799-1246979901
12470062,1247006201,12470062-1247006201
12470190,1247019001,12470190-1247019001
12470257,1247025701,12470257-1247025701
12470302,1247030201,12470302-1247030201
12470470,1247047001,12470470-1247047001
12470470,1247047002,12470470-1247047002
12472557,1247255701,12472557-1247255701
12474445,1247444501,12474445-1247444501
12479554,1247955401,12479554-1247955401
12479693,1247969301,12479693-1247969301
12481965,1248196502,12481965-1248196502
12481976,1248197602,12481976-1248197602
12481978,1248197802,12481978-1248197802
12481997,1248199702,12481997-1248199702
12482011,1248201102,12482011-1248201102
12482066,1248206601,12482066-1248206601
12482415,1248241501,12482415-1248241501
12482923,1248292301,12482923-1248292301
12482965,1248296501,12482965-1248296501
12483540,1248354001,12483540-1248354001
12488081,1248808101,12488081-1248808101
12489384,1248938402,12489384-1248938402
12490007,1249000701,12490007-1249000701
12490195,1249019501,12490195-1249019501
12490195,1249019502,12490195-1249019502
12490195,1249019503,12490195-1249019503
12490197,1249019701,12490197-1249019701
12490500,1249050002,12490500-1249050002
12490635,1249063501,12490635-1249063501
12490770,1249077001,12490770-1249077001
12495050,1249505001,12495050-1249505001
12495050,1249505002,12495050-1249505002
12495050,1249505003,12495050-1249505003
12495116,1249511601,12495116-1249511601
12496300,1249630001,12496300-1249630001
12497361,1249736101,12497361-1249736101
12497451,1249745102,12497451-1249745102
12497753,1249775302,12497753-1249775302
12497755,1249775502,12497755-1249775502
12497800,1249780001,12497800-1249780001
12497820,1249782001,12497820-1249782001
12499884,1249988401,12499884-1249988401
12501190,1250119001,12501190-1250119001
12501246,1250124601,12501246-1250124601
12502366,1250236601,12502366-1250236601
12502743,1250274301,12502743-1250274301
12502842,1250284201,12502842-1250284201
12502937,1250293701,12502937-1250293701
12503355,1250335501,12503355-1250335501
12504749,1250474901,12504749-1250474901
12507660,1250766001,12507660-1250766001
12508079,1250807901,12508079-1250807901
12508545,1250854501,12508545-1250854501
12509475,1250947501,12509475-1250947501
12509488,1250948802,12509488-1250948802
12510392,1251039201,12510392-1251039201
12510441,1251044101,12510441-1251044101
12510500,1251050001,12510500-1251050001
12511074,1251107401,12511074-1251107401
12513809,1251380901,12513809-1251380901
12513946,1251394601,12513946-1251394601
12513946,1251394602,12513946-1251394602
12513946,1251394603,12513946-1251394603
12514492,1251449201,12514492-1251449201
12514776,1251477601,12514776-1251477601
12515267,1251526701,12515267-1251526701
12515267,1251526702,12515267-1251526702
12515333,1251533301,12515333-1251533301
12515333,1251533302,12515333-1251533302
12515374,1251537401,12515374-1251537401
12515471,1251547101,12515471-1251547101
12515530,1251553001,12515530-1251553001
12515530,1251553004,12515530-1251553004
12515530,1251553005,12515530-1251553005
12519487,1251948701,12519487-1251948701
12519558,1251955801,12519558-1251955801
12524482,1252448201,12524482-1252448201
12524505,1252450501,12524505-1252450501
12524505,1252450502,12524505-1252450502
12525294,1252529401,12525294-1252529401
12526289,1252628901,12526289-1252628901
12527966,1252796601,12527966-1252796601
12530664,1253066401,12530664-1253066401
12530922,1253092201,12530922-1253092201
12531946,1253194601,12531946-1253194601
12531967,1253196701,12531967-1253196701
12532449,1253244901,12532449-1253244901
12533233,1253323301,12533233-1253323301
12533238,1253323801,12533238-1253323801
12533238,1253323802,12533238-1253323802
12533238,1253323803,12533238-1253323803
12533238,1253323804,12533238-1253323804
12533238,1253323805,12533238-1253323805
12533238,1253323806,12533238-1253323806
12533256,1253325601,12533256-1253325601
12533350,1253335001,12533350-1253335001
12533775,1253377501,12533775-1253377501
12533997,1253399702,12533997-1253399702
12534051,1253405102,12534051-1253405102
12537932,1253793201,12537932-1253793201
12538747,1253874701,12538747-1253874701
12539587,1253958701,12539587-1253958701
12539587,1253958702,12539587-1253958702
12539614,1253961401,12539614-1253961401
12541832,1254183201,12541832-1254183201
12543338,1254333801,12543338-1254333801
12544277,1254427701,12544277-1254427701
12544347,1254434701,12544347-1254434701
12546026,1254602601,12546026-1254602601
12551165,1255116501,12551165-1255116501
12551245,1255124501,12551245-1255124501
12553371,1255337101,12553371-1255337101
12553899,1255389901,12553899-1255389901
12553909,1255390901,12553909-1255390901
12554282,1255428201,12554282-1255428201
12554352,1255435201,12554352-1255435201
12554436,1255443601,12554436-1255443601
12557840,1255784001,12557840-1255784001
12558750,1255875001,12558750-1255875001
12558868,1255886801,12558868-1255886801
12558876,1255887601,12558876-1255887601
12559147,1255914701,12559147-1255914701
12559147,1255914702,12559147-1255914702
12559228,1255922801,12559228-1255922801
12561540,1256154001,12561540-1256154001
12564073,1256407301,12564073-1256407301
12564594,1256459401,12564594-1256459401
12565052,1256505201,12565052-1256505201
12565979,1256597901,12565979-1256597901
12565979,1256597902,12565979-1256597902
12569635,1256963501,12569635-1256963501
12570281,1257028101,12570281-1257028101
12570796,1257079602,12570796-1257079602
12570796,1257079603,12570796-1257079603
12571177,1257117701,12571177-1257117701
12571319,1257131901,12571319-1257131901
12573954,1257395401,12573954-1257395401
12574289,1257428901,12574289-1257428901
12574289,1257428902,12574289-1257428902
12574289,1257428903,12574289-1257428903
12576001,1257600102,12576001-1257600102
12580518,1258051801,12580518-1258051801
12580802,1258080201,12580802-1258080201
12580802,1258080202,12580802-1258080202
12580802,1258080203,12580802-1258080203
12581086,1258108602,12581086-1258108602
12581087,1258108702,12581087-1258108702
12582550,1258255001,12582550-1258255001
12582726,1258272601,12582726-1258272601
12586209,1258620901,12586209-1258620901
12586658,1258665801,12586658-1258665801
12586757,1258675701,12586757-1258675701
12588261,1258826101,12588261-1258826101
12588369,1258836901,12588369-1258836901
12588572,1258857202,12588572-1258857202
12588889,1258888901,12588889-1258888901
12588927,1258892701,12588927-1258892701
12591734,1259173401,12591734-1259173401
12592072,1259207201,12592072-1259207201
12592072,1259207202,12592072-1259207202
12594527,1259452701,12594527-1259452701
12595077,1259507702,12595077-1259507702
12595864,1259586401,12595864-1259586401
12601486,1260148601,12601486-1260148601
12601903,1260190301,12601903-1260190301
12602009,1260200901,12602009-1260200901
12603379,1260337901,12603379-1260337901
12607354,1260735401,12607354-1260735401
12607536,1260753602,12607536-1260753602
12607557,1260755701,12607557-1260755701
12607736,1260773601,12607736-1260773601
12607915,1260791501,12607915-1260791501
12611100,1261110001,12611100-1261110001
12611219,1261121901,12611219-1261121901
12611362,1261136201,12611362-1261136201
12611618,1261161801,12611618-1261161801
12612084,1261208401,12612084-1261208401
12612316,1261231601,12612316-1261231601
12612316,1261231602,12612316-1261231602
12612316,1261231603,12612316-1261231603
12612871,1261287101,12612871-1261287101
12613219,1261321901,12613219-1261321901
12613461,1261346102,12613461-1261346102
12613503,1261350301,12613503-1261350301
12615040,1261504001,12615040-1261504001
12615040,1261504002,12615040-1261504002
12615040,1261504003,12615040-1261504003
12615040,1261504004,12615040-1261504004
12615040,1261504005,12615040-1261504005
12615040,1261504006,12615040-1261504006
12615979,1261597902,12615979-1261597902
12617416,1261741601,12617416-1261741601
12617713,1261771301,12617713-1261771301
12621145,1262114501,12621145-1262114501
12621782,1262178201,12621782-1262178201
12623224,1262322401,12623224-1262322401
12623224,1262322402,12623224-1262322402
12623224,1262322403,12623224-1262322403
12623224,1262322404,12623224-1262322404
12623224,1262322405,12623224-1262322405
12623224,1262322406,12623224-1262322406
12623224,1262322407,12623224-1262322407
12623224,1262322408,12623224-1262322408
12623224,1262322409,12623224-1262322409
12623224,1262322410,12623224-1262322410
12623360,1262336001,12623360-1262336001
12624062,1262406201,12624062-1262406201
12624212,1262421201,12624212-1262421201
12624212,1262421202,12624212-1262421202
12624536,1262453601,12624536-1262453601
12624536,1262453604,12624536-1262453604
12624536,1262453605,12624536-1262453605
12626833,1262683301,12626833-1262683301
12626931,1262693101,12626931-1262693101
12627048,1262704801,12627048-1262704801
12627266,1262726601,12627266-1262726601
12627605,1262760501,12627605-1262760501
12627886,1262788601,12627886-1262788601
12628123,1262812301,12628123-1262812301
12628160,1262816001,12628160-1262816001
12628345,1262834501,12628345-1262834501
12630584,1263058401,12630584-1263058401
12631260,1263126001,12631260-1263126001
12631260,1263126002,12631260-1263126002
12632217,1263221701,12632217-1263221701
12636536,1263653601,12636536-1263653601
12636680,1263668001,12636680-1263668001
12636860,1263686001,12636860-1263686001
12637803,1263780301,12637803-1263780301
12638470,1263847001,12638470-1263847001
12639146,1263914601,12639146-1263914601
12639271,1263927101,12639271-1263927101
12641531,1264153102,12641531-1264153102
12642542,1264254201,12642542-1264254201
12642542,1264254202,12642542-1264254202
12642612,1264261201,12642612-1264261201
12643588,1264358801,12643588-1264358801
12643971,1264397101,12643971-1264397101
12644164,1264416401,12644164-1264416401
12648646,1264864601,12648646-1264864601
12648850,1264885001,12648850-1264885001
12649011,1264901101,12649011-1264901101
12649272,1264927201,12649272-1264927201
12649384,1264938401,12649384-1264938401
12649384,1264938404,12649384-1264938404
12649384,1264938405,12649384-1264938405
12649384,1264938406,12649384-1264938406
12649384,1264938407,12649384-1264938407
12649384,1264938408,12649384-1264938408
12649384,1264938409,12649384-1264938409
12649384,1264938410,12649384-1264938410
12652196,1265219601,12652196-1265219601
12653466,1265346601,12653466-1265346601
12656683,1265668302,12656683-1265668302
12656732,1265673202,12656732-1265673202
12657022,1265702201,12657022-1265702201
12658706,1265870602,12658706-1265870602
12658803,1265880301,12658803-1265880301
12658824,1265882401,12658824-1265882401
12659165,1265916501,12659165-1265916501
12661488,1266148802,12661488-1266148802
12661488,1266148803,12661488-1266148803
12662390,1266239001,12662390-1266239001
12662390,1266239002,12662390-1266239002
12662390,1266239003,12662390-1266239003
12664124,1266412401,12664124-1266412401
12664271,1266427101,12664271-1266427101
12664507,1266450702,12664507-1266450702
12664562,1266456201,12664562-1266456201
12664845,1266484502,12664845-1266484502
12669884,1266988401,12669884-1266988401
12671036,1267103602,12671036-1267103602
12672036,1267203601,12672036-1267203601
12672353,1267235302,12672353-1267235302
12672441,1267244102,12672441-1267244102
12674249,1267424902,12674249-1267424902
12675152,1267515203,12675152-1267515203
12675152,1267515204,12675152-1267515204
12675277,1267527701,12675277-1267527701
12675329,1267532901,12675329-1267532901
12675607,1267560702,12675607-1267560702
12676050,1267605001,12676050-1267605001
12676383,1267638301,12676383-1267638301
12676414,1267641401,12676414-1267641401
12676510,1267651003,12676510-1267651003
12676520,1267652001,12676520-1267652001
12676775,1267677501,12676775-1267677501
12676865,1267686501,12676865-1267686501
12677395,1267739502,12677395-1267739502
12678807,1267880701,12678807-1267880701
12679819,1267981902,12679819-1267981902
12681690,1268169001,12681690-1268169001
12681690,1268169002,12681690-1268169002
12681690,1268169003,12681690-1268169003
12681690,1268169004,12681690-1268169004
12682091,1268209101,12682091-1268209101
12682654,1268265401,12682654-1268265401
12687747,1268774701,12687747-1268774701
12691380,1269138001,12691380-1269138001
